case:concept:name,concept:name
2208,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2209,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2210,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2211,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2212,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2213,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2214,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2215,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2216,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2217,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2218,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2219,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2220,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2221,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2222,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2223,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2224,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2225,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2226,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2227,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2228,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2229,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2230,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2231,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2232,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2233,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2234,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2235,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2236,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2237,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2238,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2239,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2240,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2241,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2242,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2243,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2244,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2245,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2246,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2247,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2248,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2249,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
2250,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
2251,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
